SeqNo,F_1,F_2,F_3,F_4,F_5,F_6,F_7,F_8,F_9,F_10,F_11,F_12,F_13
1117,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.8
1118,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.8
1119,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.8
1120,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.8
1121,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.9
1122,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.8
1123,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.8
1124,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.8
1125,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.8,21.8
1126,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.8
1127,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.8
1128,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.8
1129,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.8
1130,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.75,22.3,21.7,21.8
1131,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.7,21.8
1132,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.85,22.3,21.7,21.8
1133,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.8
1134,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.8
1135,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.8
1136,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.8
1137,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.8
1138,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.8
1139,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.8
1140,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.8
1141,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.8
1142,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.8
1143,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.8
1144,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.8
1145,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.8
1146,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.9,22.3,21.7,21.8
1147,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.85,22.3,21.7,21.8
1148,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.7,21.8
1149,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.7,21.8
1150,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.7,21.8
1151,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.7,21.8
1152,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.7,21.8
1153,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.7,21.8
1154,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.7,21.8
1155,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.7,21.8
1156,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.7,21.8
1157,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.7,21.8
1158,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.7,21.9
1159,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.7,21.8
1160,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.7,21.8
1161,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.7,21.8
1162,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.7,21.8
1163,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.7,21.9
1164,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.7,21.8
1165,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.7,21.8
1166,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.7,21.8
1167,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.7,21.8
1168,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.7,21.8
1169,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.75,22.3,21.7,21.8
1170,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.8
1171,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.8
1172,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.8
1173,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.8
1174,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.8
1175,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.8
1176,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.8
1177,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.8
1178,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.8
1179,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.8
1180,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.8
1181,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.8
1182,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.8
1183,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.8
1184,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.8
1185,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.8
1186,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.8
1187,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.8
1188,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.8
1189,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.6,21.8
1190,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.8
1191,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.8
1192,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.6,21.8
1193,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.6,21.8
1194,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.8
1195,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.6,21.8
1196,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.8
1197,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.8
1198,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.8
1199,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.8
1200,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.75,22.3,21.6,21.8
1201,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.6,21.8
1202,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.6,21.8
1203,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.6,21.8
1204,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.6,21.8
1205,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.6,21.8
1206,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.6,21.8
1207,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.6,21.8
1208,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.6,21.8
1209,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.6,21.8
1210,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.6,21.8
1211,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.6,21.8
1212,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.6,21.8
1213,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.6,21.8
1214,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.6,21.8
1215,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.6,21.8
1216,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.6,21.8
1217,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.6,21.8
1218,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.6,21.8
1219,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.6,21.8
1220,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.6,21.8
1221,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.6,21.8
1222,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.6,21.8
1223,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.6,21.8
1224,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.6,21.8
1225,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.6,21.8
1226,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.6,21.8
1227,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.6,21.8
1228,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.6,21.8
1229,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.6,21.8
1230,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.6,21.8
1231,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.6,21.8
1232,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.6,21.8
1233,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.75,22.3,21.6,21.8
1234,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.6,21.8
1235,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.8
1236,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.6,21.8
1237,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.8
1238,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.9
1239,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.8
1240,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.9
1241,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.9
1242,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.8
1243,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.8
1244,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.6,21.8
1245,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.6,21.9
1246,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.8
1247,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.9
1248,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.9
1249,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.7,21.9
1250,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.6,21.9
1251,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.6,21.8
1252,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.6,21.9
1253,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.6,21.9
1254,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.6,21.9
1255,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.6,21.9
1256,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.6,21.9
1257,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.6,21.8
1258,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.6,21.9
1259,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.6,21.9
1260,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.6,21.8
1261,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.2,21.6,21.9
1262,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.6,21.8
1263,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.2,21.6,21.8
1264,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.2,21.6,21.8
1265,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.6,21.8
1266,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.6,21.8
1267,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.6,21.8
1268,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.7,22.3,21.6,21.8
1269,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.75,22.3,21.6,21.8
1270,7999,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.5,21.8
1271,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.5,21.8
1272,8000,23.1,22.3,22.3,22.5,22.5,22.6,22.2,22.3,23.8,22.3,21.5,21.8
1273,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1274,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1275,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1276,7999,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1277,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1278,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1279,7999,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1280,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1281,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1282,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1283,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1284,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1285,7999,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1286,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1287,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1288,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1289,7999,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1290,7999,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1291,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1292,7999,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1293,7999,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1294,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1295,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1296,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1297,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1298,7999,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.7,21.8
1299,7999,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1300,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.7,21.8
1301,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.75,22.3,21.6,21.8
1302,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.7,22.3,21.7,21.8
1303,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.7,22.3,21.6,21.8
1304,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.7,22.3,21.7,21.8
1305,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.7,22.3,21.7,21.8
1306,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.7,22.3,21.7,21.8
1307,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.7,22.3,21.7,21.8
1308,7999,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.7,22.3,21.6,21.8
1309,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.7,22.3,21.6,21.8
1310,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.7,22.3,21.7,21.8
1311,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.7,22.3,21.6,21.8
1312,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.7,22.3,21.6,21.8
1313,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.7,22.3,21.6,21.8
1314,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.7,22.3,21.6,21.8
1315,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.7,22.3,21.6,21.8
1316,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.7,22.3,21.6,21.8
1317,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.7,22.3,21.6,21.8
1318,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.65,22.3,21.6,21.8
1319,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.6,22.3,21.6,21.8
1320,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.6,22.3,21.6,21.8
1321,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.6,22.3,21.6,21.8
1322,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.6,22.3,21.6,21.8
1323,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.6,22.3,21.6,21.8
1324,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.6,22.3,21.6,21.8
1325,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.6,22.3,21.6,21.8
1326,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.6,22.3,21.6,21.8
1327,7999,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.6,22.3,21.6,21.8
1328,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.6,22.3,21.6,21.8
1329,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.6,22.3,21.6,21.8
1330,7999,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.6,22.3,21.6,21.8
1331,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.6,22.3,21.6,21.8
1332,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.6,22.3,21.6,21.8
1333,7999,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.6,22.3,21.6,21.8
1334,7999,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.6,22.3,21.6,21.8
1335,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.65,22.3,21.6,21.8
1336,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.7,22.3,21.6,21.8
1337,7999,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.7,22.3,21.6,21.8
1338,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.75,22.3,21.5,21.8
1339,7999,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.5,21.8
1340,7999,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.85,22.3,21.5,21.8
1341,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.9,22.3,21.5,21.8
1342,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.9,22.3,21.5,21.8
1343,7999,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.9,22.3,21.5,21.8
1344,7999,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.9,22.3,21.5,21.8
1345,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.9,22.3,21.6,21.8
1346,7999,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.9,22.3,21.5,21.8
1347,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.9,22.3,21.6,21.8
1348,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.9,22.3,21.6,21.8
1349,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.9,22.3,21.6,21.8
1350,7999,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.9,22.3,21.6,21.8
1351,7999,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.9,22.3,21.6,21.8
1352,7999,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.9,22.3,21.6,21.8
1353,7999,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.85,22.3,21.6,21.8
1354,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1355,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1356,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1357,7999,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1358,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1359,7999,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1360,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1361,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1362,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1363,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1364,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1365,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1366,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1367,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1368,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1369,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1370,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1371,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1372,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1373,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
1374,8000,23.1,22.3,22.3,22.5,22.5,22.5,22.2,22.3,23.8,22.3,21.6,21.8
